game_id,condition,round,total_rounds,phase,han_scs,sc_delta,pressure,pressure_pos,unit,order_type,action,target,support_state,reasoning_chars
scrambled_text_opus_20260423_234641_7c92,scrambled,14,20,late,2,0,stable,stable,shangcai,support,self_support,zheng,han,136
scrambled_text_opus_20260423_234641_7c92,scrambled,14,20,late,2,0,stable,stable,zheng,hold,hold,,,124
scrambled_text_opus_20260423_234641_7c92,scrambled,15,20,late,2,0,stable,stable,zheng,hold,hold,,,390
scrambled_text_opus_20260423_234641_7c92,scrambled,15,20,late,2,0,stable,stable,shangcai,support,self_support,zheng,han,414
scrambled_text_opus_20260423_234641_7c92,scrambled,16,20,late,2,0,stable,stable,zheng,hold,hold,,,422
scrambled_text_opus_20260423_234641_7c92,scrambled,16,20,late,2,0,stable,stable,shangcai,support,self_support,zheng,han,522
scrambled_text_opus_20260423_234641_7c92,scrambled,17,20,late,2,0,stable,stable,shangcai,support,self_support,zheng,han,310
scrambled_text_opus_20260423_234641_7c92,scrambled,17,20,late,2,0,stable,stable,zheng,support,self_support,shangcai,han,272
scrambled_text_opus_20260423_234641_7c92,scrambled,18,20,late,2,0,stable,stable,shangcai,support,self_support,zheng,han,357
scrambled_text_opus_20260423_234641_7c92,scrambled,18,20,late,2,0,stable,stable,zheng,hold,hold,,,208
scrambled_text_opus_20260423_234641_7c92,scrambled,19,20,late,2,0,stable,stable,zheng,hold,hold,,,484
scrambled_text_opus_20260423_234641_7c92,scrambled,19,20,late,2,0,stable,stable,shangcai,support,self_support,zheng,han,583
scrambled_text_opus_20260423_234641_7c92,scrambled,20,20,late,2,0,stable,stable,shangcai,support,self_support,zheng,han,386
scrambled_text_opus_20260423_234641_7c92,scrambled,20,20,late,2,0,stable,stable,zheng,hold,hold,,,419
scrambled_text_opus_20260424_115648_1bfd,scrambled,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,407
scrambled_text_opus_20260424_115648_1bfd,scrambled,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,799
scrambled_text_opus_20260424_115648_1bfd,scrambled,2,20,early,2,0,stable,stable,shangdang,hold,hold,,,365
scrambled_text_opus_20260424_115648_1bfd,scrambled,2,20,early,2,0,stable,stable,zheng,move,move,luoyang,,829
scrambled_text_opus_20260424_115648_1bfd,scrambled,3,20,early,2,0,stable,stable,shangdang,hold,hold,,,441
scrambled_text_opus_20260424_115648_1bfd,scrambled,3,20,early,2,0,stable,stable,zheng,move,move,luoyang,,735
scrambled_text_opus_20260424_115648_1bfd,scrambled,4,20,early,2,0,stable,stable,yewang,move,move,zheng,,190
scrambled_text_opus_20260424_115648_1bfd,scrambled,4,20,early,2,0,stable,stable,shangdang,support,self_support,zheng,han,286
scrambled_text_opus_20260424_115648_1bfd,scrambled,5,20,early,3,1,gaining,stable,taihang,move,move,shangdang,,135
scrambled_text_opus_20260424_115648_1bfd,scrambled,5,20,early,3,1,gaining,stable,zheng,support,self_support,shangdang,han,158
scrambled_text_opus_20260424_115648_1bfd,scrambled,6,20,early,2,-1,losing,stable,shangdang,hold,hold,,,166
scrambled_text_opus_20260424_115648_1bfd,scrambled,6,20,early,2,-1,losing,stable,yewang,support,self_support,zheng,han,201
scrambled_text_opus_20260424_115648_1bfd,scrambled,6,20,early,2,-1,losing,stable,zheng,hold,hold,,,154
scrambled_text_opus_20260424_115648_1bfd,scrambled,7,20,mid,1,-1,losing,losing,shangdang,hold,hold,,,597
scrambled_text_opus_20260424_115648_1bfd,scrambled,7,20,mid,1,-1,losing,losing,zheng,support,self_support,shangdang,han,750
scrambled_text_opus_20260424_115648_1bfd,scrambled,8,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1083
scrambled_text_opus_20260424_115648_1bfd,scrambled,9,20,mid,1,0,stable,losing,shangdang,hold,hold,,,807
scrambled_text_opus_20260424_115648_1bfd,scrambled,10,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1031
scrambled_text_opus_20260424_115648_1bfd,scrambled,11,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1094
scrambled_text_opus_20260424_115648_1bfd,scrambled,12,20,mid,1,0,stable,losing,shangdang,hold,hold,,,255
scrambled_text_opus_20260424_115648_1bfd,scrambled,13,20,mid,1,0,stable,losing,shangdang,hold,hold,,,93
scrambled_text_opus_20260424_115648_1bfd,scrambled,14,20,late,1,0,stable,losing,shangdang,move,move,zhongtiao,,101
scrambled_text_opus_20260424_115648_1bfd,scrambled,15,20,late,1,0,stable,losing,zhongtiao,move,move,shangdang,,71
scrambled_text_opus_20260424_115648_1bfd,scrambled,16,20,late,1,0,stable,losing,shangdang,hold,hold,,,106
scrambled_text_opus_20260424_115648_1bfd,scrambled,17,20,late,1,0,stable,losing,shangdang,hold,hold,,,82
scrambled_text_opus_20260424_115648_1bfd,scrambled,18,20,late,1,0,stable,losing,shangdang,hold,hold,,,71
scrambled_text_opus_20260424_115648_1bfd,scrambled,19,20,late,1,0,stable,losing,shangdang,hold,hold,,,96
scrambled_text_opus_20260424_115648_1bfd,scrambled,20,20,late,1,0,stable,losing,shangdang,hold,hold,,,110
scrambled_text_opus_20260424_232606_d1ae,scrambled,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,282
scrambled_text_opus_20260424_232606_d1ae,scrambled,1,20,early,2,0,stable,stable,shangdang,move,move,zhongtiao,,216
scrambled_text_opus_20260424_232606_d1ae,scrambled,2,20,early,1,-1,losing,losing,zheng,move,move,luoyang,,755
scrambled_text_opus_20260424_232606_d1ae,scrambled,2,20,early,1,-1,losing,losing,zhongtiao,move,move,shangdang,,544
scrambled_text_opus_20260424_232606_d1ae,scrambled,3,20,early,1,0,stable,losing,zhongtiao,move,move,yewang,,929
scrambled_text_opus_20260424_232606_d1ae,scrambled,4,20,early,1,0,stable,losing,yewang,hold,hold,,,1044
scrambled_text_opus_20260424_232606_d1ae,scrambled,5,20,early,1,0,stable,losing,yewang,hold,hold,,,1072
scrambled_text_opus_20260424_232606_d1ae,scrambled,6,20,early,1,0,stable,losing,yewang,hold,hold,,,1253
scrambled_text_opus_20260424_232606_d1ae,scrambled,7,20,mid,1,0,stable,losing,yewang,support,other_support,henei,zhao,362
scrambled_text_opus_20260424_232606_d1ae,scrambled,8,20,mid,1,0,stable,losing,yewang,hold,hold,,,1156
scrambled_text_opus_20260424_232606_d1ae,scrambled,9,20,mid,1,0,stable,losing,yewang,support,other_support,central_plain,wei,1092
scrambled_text_opus_20260424_232606_d1ae,scrambled,10,20,mid,1,0,stable,losing,yewang,hold,hold,,,1168
scrambled_text_opus_20260424_232606_d1ae,scrambled,11,20,mid,1,0,stable,losing,henei,hold,hold,,,1232
scrambled_text_opus_20260424_232606_d1ae,scrambled,12,20,mid,1,0,stable,losing,henei,hold,hold,,,1329
scrambled_text_opus_20260424_232606_d1ae,scrambled,13,20,mid,1,0,stable,losing,henei,hold,hold,,,1316
scrambled_text_opus_20260424_232606_d1ae,scrambled,14,20,late,1,0,stable,losing,henei,hold,hold,,,1183
scrambled_text_opus_20260424_232606_d1ae,scrambled,15,20,late,1,0,stable,losing,henei,hold,hold,,,1182
scrambled_text_opus_20260424_232606_d1ae,scrambled,16,20,late,1,0,stable,losing,henei,hold,hold,,,1138
scrambled_text_opus_20260424_232606_d1ae,scrambled,17,20,late,1,0,stable,losing,yewang,hold,hold,,,1037
scrambled_text_opus_20260424_232606_d1ae,scrambled,18,20,late,1,0,stable,losing,yewang,hold,hold,,,1122
scrambled_text_opus_20260424_232606_d1ae,scrambled,19,20,late,1,0,stable,losing,yewang,support,other_support,henei,wei,418
scrambled_text_opus_20260424_232606_d1ae,scrambled,20,20,late,0,-1,losing,losing,yewang,hold,hold,,,390
scrambled_text_opus_20260425_095615_296c,scrambled,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,461
scrambled_text_opus_20260425_095615_296c,scrambled,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,620
scrambled_text_opus_20260425_095615_296c,scrambled,2,20,early,2,0,stable,stable,shangdang,support,self_support,zheng,han,498
scrambled_text_opus_20260425_095615_296c,scrambled,2,20,early,2,0,stable,stable,zheng,hold,hold,,,570
scrambled_text_opus_20260425_095615_296c,scrambled,3,20,early,2,0,stable,stable,zheng,move,move,luoyang,,705
scrambled_text_opus_20260425_095615_296c,scrambled,3,20,early,2,0,stable,stable,shangdang,hold,hold,,,594
scrambled_text_opus_20260425_095615_296c,scrambled,4,20,early,1,-1,losing,losing,shangdang,move,move,zhongtiao,,65
scrambled_text_opus_20260425_095615_296c,scrambled,4,20,early,1,-1,losing,losing,zheng,move,move,luoyang,,59
scrambled_text_opus_20260425_095615_296c,scrambled,5,20,early,1,0,stable,losing,zhongtiao,move,move,yewang,,34
scrambled_text_opus_20260425_095615_296c,scrambled,6,20,early,1,0,stable,losing,zhongtiao,move,move,yewang,,26
scrambled_text_opus_20260425_095615_296c,scrambled,7,20,mid,1,0,stable,losing,zhongtiao,hold,hold,,,117
scrambled_text_opus_20260425_095615_296c,scrambled,8,20,mid,0,-1,losing,losing,zhongtiao,support,other_support,shangdang,zhao,100
scrambled_text_opus_20260425_234105_6338,scrambled,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,501
scrambled_text_opus_20260425_234105_6338,scrambled,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,464
scrambled_text_opus_20260425_234105_6338,scrambled,2,20,early,2,0,stable,stable,shangdang,hold,hold,,,474
scrambled_text_opus_20260425_234105_6338,scrambled,2,20,early,2,0,stable,stable,zheng,move,move,luoyang,,765
scrambled_text_opus_20260425_234105_6338,scrambled,3,20,early,2,0,stable,stable,zheng,move,move,luoyang,,734
scrambled_text_opus_20260425_234105_6338,scrambled,3,20,early,2,0,stable,stable,shangdang,hold,hold,,,601
scrambled_text_opus_20260425_234105_6338,scrambled,4,20,early,1,-1,losing,losing,shangdang,hold,hold,,,452
scrambled_text_opus_20260425_234105_6338,scrambled,4,20,early,1,-1,losing,losing,zheng,move,move,luoyang,,736
scrambled_text_opus_20260425_234105_6338,scrambled,5,20,early,1,0,stable,losing,zheng,move,move,shangcai,,938
scrambled_text_opus_20260425_234105_6338,scrambled,6,20,early,1,0,stable,losing,zheng,move,move,luoyang,,1090
scrambled_text_opus_20260425_234105_6338,scrambled,7,20,mid,1,0,stable,losing,zheng,move,move,luoyang,,1159
scrambled_text_opus_20260425_234105_6338,scrambled,8,20,mid,1,0,stable,losing,shangdang,move,move,zheng,,1146
scrambled_text_opus_20260425_234105_6338,scrambled,9,20,mid,1,0,stable,losing,zheng,move,move,luoyang,,224
scrambled_text_opus_20260425_234105_6338,scrambled,10,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1173
scrambled_text_opus_20260425_234105_6338,scrambled,11,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1013
scrambled_text_opus_20260425_234105_6338,scrambled,12,20,mid,0,-1,losing,losing,shangdang,hold,hold,,,170
scrambled_text_opus_20260426_071651_9c0b,scrambled,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,595
scrambled_text_opus_20260426_071651_9c0b,scrambled,1,20,early,2,0,stable,stable,zheng,move,move,yewang,,1025
scrambled_text_opus_20260426_071651_9c0b,scrambled,2,20,early,1,-1,losing,losing,shangdang,support,self_support,zheng,han,375
scrambled_text_opus_20260426_071651_9c0b,scrambled,2,20,early,1,-1,losing,losing,zheng,hold,hold,,,519
scrambled_text_opus_20260426_071651_9c0b,scrambled,3,20,early,1,0,stable,losing,zheng,move,move,yewang,,1023
scrambled_text_opus_20260426_071651_9c0b,scrambled,4,20,early,1,0,stable,losing,zheng,move,move,yewang,,1194
scrambled_text_opus_20260426_071651_9c0b,scrambled,5,20,early,1,0,stable,losing,shangcai,hold,hold,,,1397
scrambled_text_opus_20260426_071651_9c0b,scrambled,6,20,early,1,0,stable,losing,shangcai,hold,hold,,,578
scrambled_text_opus_20260426_071651_9c0b,scrambled,7,20,mid,1,0,stable,losing,shangcai,hold,hold,,,1667
scrambled_text_opus_20260426_071651_9c0b,scrambled,8,20,mid,1,0,stable,losing,shangcai,hold,hold,,,962
scrambled_text_opus_20260426_071651_9c0b,scrambled,9,20,mid,1,0,stable,losing,shangcai,support,other_support,zheng,chu,1129
scrambled_text_opus_20260426_071651_9c0b,scrambled,10,20,mid,1,0,stable,losing,shangcai,hold,hold,,,1496
scrambled_text_opus_20260426_071651_9c0b,scrambled,11,20,mid,2,1,gaining,stable,shangcai,move,move,zheng,,1542
scrambled_text_opus_20260426_071651_9c0b,scrambled,12,20,mid,2,0,stable,stable,zheng,move,move,yewang,,457
scrambled_text_opus_20260426_071651_9c0b,scrambled,12,20,mid,2,0,stable,stable,shangcai,hold,hold,,,467
scrambled_text_opus_20260426_071651_9c0b,scrambled,13,20,mid,1,-1,losing,losing,shangcai,hold,hold,,,446
scrambled_text_opus_20260426_071651_9c0b,scrambled,13,20,mid,1,-1,losing,losing,zheng,move,move,yewang,,783
scrambled_text_opus_20260426_071651_9c0b,scrambled,14,20,late,1,0,stable,losing,shangcai,hold,hold,,,203
scrambled_text_opus_20260426_071651_9c0b,scrambled,15,20,late,1,0,stable,losing,shangcai,hold,hold,,,1621
scrambled_text_opus_20260426_071651_9c0b,scrambled,16,20,late,1,0,stable,losing,shangcai,hold,hold,,,1049
scrambled_text_opus_20260426_071651_9c0b,scrambled,17,20,late,1,0,stable,losing,shangcai,hold,hold,,,1175
scrambled_text_opus_20260426_071651_9c0b,scrambled,18,20,late,1,0,stable,losing,shangcai,hold,hold,,,1140
scrambled_text_opus_20260426_071651_9c0b,scrambled,19,20,late,0,-1,losing,losing,shangcai,support,other_support,zheng,chu,1236
scrambled_text_opus_20260426_141428_207d,scrambled,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,389
scrambled_text_opus_20260426_141428_207d,scrambled,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,515
scrambled_text_opus_20260426_141428_207d,scrambled,2,20,early,2,0,stable,stable,shangdang,hold,hold,,,445
scrambled_text_opus_20260426_141428_207d,scrambled,2,20,early,2,0,stable,stable,zheng,move,move,luoyang,,867
scrambled_text_opus_20260426_141428_207d,scrambled,3,20,early,2,0,stable,stable,shangdang,hold,hold,,,744
scrambled_text_opus_20260426_141428_207d,scrambled,3,20,early,2,0,stable,stable,zheng,move,move,shangcai,,1015
scrambled_text_opus_20260426_141428_207d,scrambled,4,20,early,2,0,stable,stable,shangdang,hold,hold,,,204
scrambled_text_opus_20260426_141428_207d,scrambled,4,20,early,2,0,stable,stable,zheng,move,move,shangcai,,539
scrambled_text_opus_20260426_141428_207d,scrambled,5,20,early,2,0,stable,stable,shangdang,hold,hold,,,350
scrambled_text_opus_20260426_141428_207d,scrambled,5,20,early,2,0,stable,stable,zheng,move,move,luoyang,,407
scrambled_text_opus_20260426_141428_207d,scrambled,6,20,early,2,0,stable,stable,shangdang,hold,hold,,,255
scrambled_text_opus_20260426_141428_207d,scrambled,6,20,early,2,0,stable,stable,zheng,move,move,luoyang,,474
scrambled_text_opus_20260426_141428_207d,scrambled,7,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,430
scrambled_text_opus_20260426_141428_207d,scrambled,7,20,mid,2,0,stable,stable,shangdang,hold,hold,,,449
scrambled_text_opus_20260426_141428_207d,scrambled,8,20,mid,2,0,stable,stable,shangdang,hold,hold,,,503
scrambled_text_opus_20260426_141428_207d,scrambled,8,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,857
scrambled_text_opus_20260426_141428_207d,scrambled,9,20,mid,2,0,stable,stable,shangdang,hold,hold,,,248
scrambled_text_opus_20260426_141428_207d,scrambled,9,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,393
scrambled_text_opus_20260426_141428_207d,scrambled,10,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,287
scrambled_text_opus_20260426_141428_207d,scrambled,10,20,mid,2,0,stable,stable,shangdang,hold,hold,,,324
scrambled_text_opus_20260426_141428_207d,scrambled,11,20,mid,2,0,stable,stable,shangdang,hold,hold,,,681
scrambled_text_opus_20260426_141428_207d,scrambled,11,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,993
scrambled_text_opus_20260426_141428_207d,scrambled,12,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,650
scrambled_text_opus_20260426_141428_207d,scrambled,12,20,mid,2,0,stable,stable,shangdang,hold,hold,,,633
scrambled_text_opus_20260426_141428_207d,scrambled,13,20,mid,2,0,stable,stable,shangdang,hold,hold,,,253
scrambled_text_opus_20260426_141428_207d,scrambled,13,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,321
scrambled_text_opus_20260426_141428_207d,scrambled,14,20,late,2,0,stable,stable,shangdang,support,self_support,zheng,han,312
scrambled_text_opus_20260426_141428_207d,scrambled,14,20,late,2,0,stable,stable,zheng,hold,hold,,,378
scrambled_text_opus_20260426_141428_207d,scrambled,15,20,late,2,0,stable,stable,shangdang,hold,hold,,,48
scrambled_text_opus_20260426_141428_207d,scrambled,15,20,late,2,0,stable,stable,zheng,move,move,yewang,,77
scrambled_text_opus_20260426_141428_207d,scrambled,16,20,late,2,0,stable,stable,shangdang,support,self_support,zheng,han,1265
scrambled_text_opus_20260426_141428_207d,scrambled,16,20,late,2,0,stable,stable,zheng,hold,hold,,,636
scrambled_text_opus_20260426_141428_207d,scrambled,17,20,late,2,0,stable,stable,shangdang,support,self_support,zheng,han,851
scrambled_text_opus_20260426_141428_207d,scrambled,17,20,late,2,0,stable,stable,zheng,hold,hold,,,730
scrambled_text_opus_20260426_141428_207d,scrambled,18,20,late,2,0,stable,stable,shangdang,support,self_support,zheng,han,649
scrambled_text_opus_20260426_141428_207d,scrambled,18,20,late,2,0,stable,stable,zheng,hold,hold,,,532
scrambled_text_opus_20260426_141428_207d,scrambled,19,20,late,2,0,stable,stable,shangdang,support,self_support,zheng,han,676
scrambled_text_opus_20260426_141428_207d,scrambled,19,20,late,2,0,stable,stable,zheng,support,self_support,shangdang,han,625
scrambled_text_opus_20260426_141428_207d,scrambled,20,20,late,2,0,stable,stable,shangdang,hold,hold,,,612
scrambled_text_opus_20260426_141428_207d,scrambled,20,20,late,2,0,stable,stable,zheng,hold,hold,,,647
scrambled_text_opus_20260426_221514_422f,scrambled,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,825
scrambled_text_opus_20260426_221514_422f,scrambled,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,846
scrambled_text_opus_20260426_221514_422f,scrambled,2,20,early,2,0,stable,stable,shangdang,hold,hold,,,492
scrambled_text_opus_20260426_221514_422f,scrambled,2,20,early,2,0,stable,stable,zheng,move,move,luoyang,,801
scrambled_text_opus_20260426_221514_422f,scrambled,3,20,early,2,0,stable,stable,zheng,move,move,luoyang,,515
scrambled_text_opus_20260426_221514_422f,scrambled,3,20,early,2,0,stable,stable,shangdang,hold,hold,,,664
scrambled_text_opus_20260426_221514_422f,scrambled,4,20,early,2,0,stable,stable,zheng,hold,hold,,,254
scrambled_text_opus_20260426_221514_422f,scrambled,4,20,early,2,0,stable,stable,shangdang,support,self_support,zheng,han,336
scrambled_text_opus_20260426_221514_422f,scrambled,5,20,early,2,0,stable,stable,shangdang,hold,hold,,,221
scrambled_text_opus_20260426_221514_422f,scrambled,5,20,early,2,0,stable,stable,zheng,move,move,shangcai,,336
scrambled_text_opus_20260426_221514_422f,scrambled,6,20,early,1,-1,losing,losing,luoyang,hold,hold,,,102
scrambled_text_opus_20260426_221514_422f,scrambled,6,20,early,1,-1,losing,losing,shangdang,move,move,zhongtiao,,125
scrambled_text_opus_20260426_221514_422f,scrambled,7,20,mid,1,0,stable,losing,luoyang,hold,hold,,,1201
scrambled_text_opus_20260426_221514_422f,scrambled,8,20,mid,1,0,stable,losing,luoyang,hold,hold,,,870
scrambled_text_opus_20260426_221514_422f,scrambled,9,20,mid,1,0,stable,losing,luoyang,hold,hold,,,1166
scrambled_text_opus_20260426_221514_422f,scrambled,10,20,mid,0,-1,losing,losing,luoyang,hold,hold,,,1235
scrambled_text_opus_20260427_064006_cb32,scrambled,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,212
scrambled_text_opus_20260427_064006_cb32,scrambled,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,317
scrambled_text_opus_20260427_064006_cb32,scrambled,2,20,early,2,0,stable,stable,zheng,move,move,luoyang,,299
scrambled_text_opus_20260427_064006_cb32,scrambled,2,20,early,2,0,stable,stable,shangdang,move,move,zheng,,377
scrambled_text_opus_20260427_064006_cb32,scrambled,3,20,early,2,0,stable,stable,shangdang,hold,hold,,,552
scrambled_text_opus_20260427_064006_cb32,scrambled,3,20,early,2,0,stable,stable,zheng,move,move,luoyang,,837
scrambled_text_opus_20260427_064006_cb32,scrambled,4,20,early,2,0,stable,stable,zheng,move,move,luoyang,,296
scrambled_text_opus_20260427_064006_cb32,scrambled,4,20,early,2,0,stable,stable,shangdang,hold,hold,,,421
scrambled_text_opus_20260427_064006_cb32,scrambled,5,20,early,2,0,stable,stable,zheng,move,move,luoyang,,424
scrambled_text_opus_20260427_064006_cb32,scrambled,5,20,early,2,0,stable,stable,shangdang,hold,hold,,,443
scrambled_text_opus_20260427_064006_cb32,scrambled,6,20,early,2,0,stable,stable,shangdang,hold,hold,,,625
scrambled_text_opus_20260427_064006_cb32,scrambled,6,20,early,2,0,stable,stable,zheng,move,move,luoyang,,696
scrambled_text_opus_20260427_064006_cb32,scrambled,7,20,mid,2,0,stable,stable,shangdang,hold,hold,,,227
scrambled_text_opus_20260427_064006_cb32,scrambled,7,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,336
scrambled_text_opus_20260427_064006_cb32,scrambled,8,20,mid,1,-1,losing,losing,zheng,move,move,luoyang,,536
scrambled_text_opus_20260427_064006_cb32,scrambled,8,20,mid,1,-1,losing,losing,shangdang,hold,hold,,,511
scrambled_text_opus_20260427_064006_cb32,scrambled,9,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1233
scrambled_text_opus_20260427_064006_cb32,scrambled,10,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1121
scrambled_text_opus_20260427_064006_cb32,scrambled,11,20,mid,1,0,stable,losing,shangdang,hold,hold,,,498
scrambled_text_opus_20260427_064006_cb32,scrambled,12,20,mid,1,0,stable,losing,shangdang,hold,hold,,,629
scrambled_text_opus_20260427_064006_cb32,scrambled,13,20,mid,1,0,stable,losing,shangdang,hold,hold,,,957
scrambled_text_opus_20260427_064006_cb32,scrambled,14,20,late,0,-1,losing,losing,shangdang,hold,hold,,,1042
scrambled_text_opus_20260427_100040_de3f,scrambled,1,20,early,2,0,stable,stable,zheng,move,move,yewang,,709
scrambled_text_opus_20260427_100040_de3f,scrambled,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,410
scrambled_text_opus_20260427_100040_de3f,scrambled,2,20,early,2,0,stable,stable,shangdang,support,self_support,zheng,han,489
scrambled_text_opus_20260427_100040_de3f,scrambled,2,20,early,2,0,stable,stable,zheng,move,move,shangcai,,458
scrambled_text_opus_20260427_100040_de3f,scrambled,3,20,early,2,0,stable,stable,zheng,move,move,shangcai,,147
scrambled_text_opus_20260427_100040_de3f,scrambled,3,20,early,2,0,stable,stable,shangdang,hold,hold,,,193
scrambled_text_opus_20260427_100040_de3f,scrambled,4,20,early,1,-1,losing,losing,shangdang,support,self_support,zheng,han,910
scrambled_text_opus_20260427_100040_de3f,scrambled,4,20,early,1,-1,losing,losing,zheng,hold,hold,,,618
scrambled_text_opus_20260427_100040_de3f,scrambled,5,20,early,1,0,stable,losing,shangdang,hold,hold,,,885
scrambled_text_opus_20260427_100040_de3f,scrambled,6,20,early,1,0,stable,losing,shangdang,hold,hold,,,1108
scrambled_text_opus_20260427_100040_de3f,scrambled,7,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1382
scrambled_text_opus_20260427_100040_de3f,scrambled,8,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1144
scrambled_text_opus_20260427_100040_de3f,scrambled,9,20,mid,1,0,stable,losing,shangdang,hold,hold,,,331
scrambled_text_opus_20260427_100040_de3f,scrambled,10,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1035
scrambled_text_opus_20260427_100040_de3f,scrambled,11,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1126
scrambled_text_opus_20260427_100040_de3f,scrambled,12,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1219
scrambled_text_opus_20260427_100040_de3f,scrambled,13,20,mid,1,0,stable,losing,shangdang,hold,hold,,,1119
scrambled_text_opus_20260427_100040_de3f,scrambled,14,20,late,1,0,stable,losing,shangdang,hold,hold,,,759
scrambled_text_opus_20260427_100040_de3f,scrambled,15,20,late,1,0,stable,losing,shangdang,hold,hold,,,1332
scrambled_text_opus_20260427_100040_de3f,scrambled,16,20,late,1,0,stable,losing,shangdang,hold,hold,,,1373
scrambled_text_opus_20260427_100040_de3f,scrambled,17,20,late,1,0,stable,losing,shangdang,hold,hold,,,1098
scrambled_text_opus_20260427_100040_de3f,scrambled,18,20,late,1,0,stable,losing,shangdang,hold,hold,,,601
scrambled_text_opus_20260427_100040_de3f,scrambled,19,20,late,1,0,stable,losing,shangdang,hold,hold,,,1221
scrambled_text_opus_20260427_100040_de3f,scrambled,20,20,late,1,0,stable,losing,shangdang,hold,hold,,,1322
